#,Type,Problem,Link,Difficulty,Code
41,Array&Hashing,Find the Missing Repeating Number,https://www.codingninjas.com/codestudio/problems/missing-and-repeating-numbers_6828164, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/42_Find_the_Missing_Repeating_Number.py
42,Array&Hashing,Count Inversions,https://www.codingninjas.com/codestudio/problems/number-of-inversions_6840276, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/43_Count_Inversions.py
43,Array&Hashing,Reverse Pairs,https://leetcode.com/problems/reverse-pairs/description/, Hard,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/44_Reverse_Pairs.py
44,Array&Hashing,Maximum Product Subarray,https://leetcode.com/problems/maximum-product-subarray/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/45_Maximum_Product_Subarray.py
45,Array&Hashing,All Pairs Minimum Absolute Difference,https://leetcode.com/problems/minimum-absolute-difference/,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/46_All_Pairs_Minimum_Absolute_Difference.py
46,Array&Hashing,Absolute Difference Between any pair,https://practice.geeksforgeeks.org/problems/minimum-difference-pair5444/1,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/47_Absolute_Difference_Between_any_pair.py
47,Array&Hashing,Cyclic Sort,NA, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/48_Cyclic_Sort.py
48,Array&Hashing,Missing Number,https://leetcode.com/problems/missing-number/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/49_Missing_Number.py
49,Array&Hashing,Find All Numbers Disappeared in an Array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/50_Find_All_Numbers_Disappeared_in_an_Array.py
50,Array&Hashing,Find Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/51_Find_Duplicate_Number.py
51,Array&Hashing,Find All Duplicates in an Array,https://leetcode.com/problems/find-all-duplicates-in-an-array/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/52_Find_All_Duplicates_in_an_Array.py
52,Array&Hashing,Find set Missmatch,https://leetcode.com/problems/set-mismatch/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/53_Find_set_Missmatch.py
53,Array&Hashing,First Missing Positive,https://leetcode.com/problems/first-missing-positive/, Hard,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/54_First_Missing_Positive.py
54,Array&Hashing,Bubble Sort,https://practice.geeksforgeeks.org/problems/bubble-sort/1, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/55_Bubble_Sort.py
55,Array&Hashing,Selection Sort,https://practice.geeksforgeeks.org/problems/bubble-sort/1, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/1_Array&Hashing/56_Selection_Sort.py
56,BinarySearch,Binary Search,https://leetcode.com/problems/binary-search/,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/1_Binary_Search.py
57,BinarySearch,Lower Bound,https://www.codingninjas.com/codestudio/problems/lower-bound_8165382,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/2_Lower_Bound.py
58,BinarySearch,Upper Bound,https://www.codingninjas.com/codestudio/problems/implement-upper-bound_8165383,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/3_Upper_Bound.py
59,BinarySearch,Search Insert Position,https://leetcode.com/problems/search-insert-position/,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/4_Search_Insert_Position.py
60,BinarySearch,Floor Ceil Sorted Array,https://www.codingninjas.com/codestudio/problems/ceiling-in-a-sorted-array_1825401,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/5_Floor_Ceil_Sorted_Array.py
61,BinarySearch,First Last Occurence Of Element Sorted Array,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/6_First_Last_Occurence_Of_Element_Sorted_Array.py
62,BinarySearch,Count Number of Occurences,https://www.codingninjas.com/codestudio/problems/occurrence-of-x-in-a-sorted-array_630456, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/7_Count_Number_of_Occurences.py
63,BinarySearch,Binary Search Descending,NA,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/8_Binary_Search_Descending.py
64,BinarySearch,Order Not Known Search,NA,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/9_Order_Not_Known_Search.py
65,BinarySearch,Search in Rotated Sorted Array,https://leetcode.com/problems/search-in-rotated-sorted-array/,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/10_Search_in_Rotated_Sorted_Array.py
66,BinarySearch,Search in Rotated Sorted Array II,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/11_Search_in_Rotated_Sorted_Array_II.py
67,BinarySearch,Minimum Rotated Sorted Array,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/12_Minimum_Rotated_Sorted_Array.py
68,BinarySearch,Find Times Array Rotated,https://practice.geeksforgeeks.org/problems/rotation4723/1,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/13_Find_Times_Array_Rotated.py
69,BinarySearch,Find Single Element in a Sorted Array,https://leetcode.com/problems/single-element-in-a-sorted-array/,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/14_Find_Single_Element_in_a_Sorted_Array.py
70,BinarySearch,Find Peak Element,https://leetcode.com/problems/find-peak-element/description/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/15_Find_Peak_Element.py
71,BinarySearch,Next Alphabet,NA, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/16_Next_Alphabet.py
72,BinarySearch,Position of an element in infinite Sorted Array,NA, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/17_Position_of_an_element_in_infinite_Sorted_Array.py
73,BinarySearch,Index of First 1 Binary Infinte Array,NA, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/18_Index_of_First_1_Binary_Infinte_Array.py
74,BinarySearch,Minimum Difference Element in a Sorted Array,NA, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/19_Minimum_Difference_Element_in_a_Sorted_Array.py
75,BinarySearch,Find Maximum Bitonic Arary,https://practice.geeksforgeeks.org/problems/maximum-value-in-a-bitonic-array3001/1, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/20_Find_Maximum_Bitonic_Arary.py
76,BinarySearch,Search in Bitonic Array,NA, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/21_Search_in_Bitonic_Array.py
77,BinarySearch,Find Square Root of Number,https://practice.geeksforgeeks.org/problems/square-root/0, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/22_Find_Square_Root_of_Number.py
78,BinarySearch,Find Nth root of Number,https://practice.geeksforgeeks.org/problems/find-nth-root-of-m5843/1, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/23_Find_Nth_root_of_Number.py
79,BinarySearch,Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/24_Koko_Eating_Bananas.py
80,BinarySearch,Minimum Number of Days to Make m Bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/25_Minimum_Number_of_Days_to_Make_m_Bouquets.py
81,BinarySearch,Find the Smallest Divisor Given a Threshold,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/description/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/26_Find_the_Smallest_Divisor_Given_a_Threshold.py
82,BinarySearch,Capacity to Ship Packages Within D Days,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/27_Capacity_to_Ship_Packages_Within_D_Days.py
83,BinarySearch,Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/28_Kth_Missing_Positive_Number.py
84,BinarySearch,Aggressive Cows,https://www.codingninjas.com/studio/problems/aggressive-cows_1082559, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/29_Aggressive_Cows.py
85,BinarySearch,Allocate Books,https://www.codingninjas.com/studio/problems/allocate-books_1090540, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/30_Allocate_Books.py
86,BinarySearch,Painters Partition,https://www.codingninjas.com/studio/problems/painter-s-partition-problem_1089557, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/31_Painters_Partition.py
87,BinarySearch,Split Array Largest Sum,https://leetcode.com/problems/split-array-largest-sum/, Hard,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/32_Split_Array_Largest_Sum.py
88,BinarySearch,Minimize Max Distance to Gas Stations,https://www.codingninjas.com/studio/problems/minimise-max-distance_7541449, Hard,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/33_Minimize_Max_Distance_to_Gas_Stations.py
89,BinarySearch,Median of 2 Sorted Arrays,https://leetcode.com/problems/median-of-two-sorted-arrays/, Hard,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/34_Median_of_2_Sorted_Arrays.py
90,BinarySearch,Kth Elements of 2 sorted arrays,https://www.codingninjas.com/studio/problems/k-th-element-of-2-sorted-array_1164159, Hard,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/35_Kth_Elements_of_2_sorted_arrays.py
91,BinarySearch,Rows with max number of 1s,https://www.codingninjas.com/studio/problems/row-of-a-matrix-with-maximum-ones_982768, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/36_Rows_with_max_number_of_1s.py
92,BinarySearch,Search in 2d matrix i,https://leetcode.com/problems/search-a-2d-matrix/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/37_Search_in_2d_matrix_i.py
93,BinarySearch,Search in 2d matrix ii rowise columnwise sorted,https://leetcode.com/problems/search-a-2d-matrix-ii/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/38_Search_in_2d_matrix_ii_rowise_columnwise_sorted.py
94,BinarySearch,Peak Element in 2D Matrix,https://leetcode.com/problems/find-a-peak-element-ii/,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/39_Peak_Element_in_2D_Matrix.py
95,BinarySearch,Matrix Median,https://www.codingninjas.com/studio/problems/median-of-a-row-wise-sorted-matrix_1115473, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/2_BinarySearch/40_Matrix_Median.py
96,String,Remove outermost Paranthesis,https://leetcode.com/problems/remove-outermost-parentheses/,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/1_Remove_outermost_Paranthesis.py
97,String,Reverse Words in a String,https://leetcode.com/problems/reverse-words-in-a-string/,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/2_Reverse_Words_in_a_String.py
98,String,Largest odd number in a string,https://leetcode.com/problems/largest-odd-number-in-string/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/3_Largest_odd_number_in_a_string.py
99,String,Longest Common Prefix,https://leetcode.com/problems/longest-common-prefix/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/4_Longest_Common_Prefix.py
100,String,Isomorphic String,https://leetcode.com/problems/isomorphic-strings/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/5_Isomorphic_String.py
101,String,Rotate String,https://leetcode.com/problems/rotate-string/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/6_Rotate_String.py
102,String,Valid Anagram,https://leetcode.com/problems/valid-anagram/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/7_Valid_Anagram.py
103,String,Sort Character By Frequency,https://leetcode.com/problems/sort-characters-by-frequency/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/8_Sort_Character_By_Frequency.py
104,String,Maximum Nesting Depth of the Parentheses,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/9_Maximum_Nesting_Depth_of_the_Parentheses.py
105,String,Roman to Integer,https://leetcode.com/problems/roman-to-integer/, Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/10_Roman_to_Integer.py
106,String,Implement atoi,https://leetcode.com/problems/string-to-integer-atoi/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/11_Implement_atoi.py
107,String,Count number of substring k different characters,https://www.codingninjas.com/studio/problems/count-with-k-different-characters_1214627, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/12_Count_number_of_substring_k_different_characters.py
108,String,Longest Palindromic Substring,https://leetcode.com/problems/longest-palindromic-substring/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/13_Longest_Palindromic_Substring.py
109,String,Count number of palindrome substrings,https://leetcode.com/problems/palindromic-substrings/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/15_Count_number_of_palindrome_substrings.py
110,String,Sum of Beauty of all substrings,https://leetcode.com/problems/sum-of-beauty-of-all-substrings/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/3_String/16_Sum_of_Beauty_of_all_substrings.py
111,LinkedList,Construct Linked List,https://www.codingninjas.com/studio/problems/introduction-to-linked-list_8144737,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/1_Construct_Linked_List.py
112,LinkedList,Insert Node At the Beginning Linked List,https://www.codingninjas.com/studio/problems/insert-node-at-the-beginning_8144739,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/2_Insert_Node_At_the_Beginning_Linked_List.py
113,LinkedList,Delete Node Linked List,https://leetcode.com/problems/delete-node-in-a-linked-list/,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/3_Delete_Node_Linked_List.py
114,LinkedList,Find Length Linked List,https://www.codingninjas.com/studio/problems/count-nodes-of-linked-list_5884,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/4_Find_Length_Linked_List.py
115,LinkedList,Search in LinkedList,https://www.codingninjas.com/studio/problems/search-in-a-linked-list_975381,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/5_Search_in_LinkedList.py
116,LinkedList,Construct Doubly Linked List,https://www.codingninjas.com/studio/problems/introduction-to-doubly-linked-list_8160413,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/6_Construct_Doubly_Linked_List.py
117,LinkedList,Insert at the end of Double Linked List,https://www.codingninjas.com/studio/problems/insert-at-end-of-doubly-linked-list_8160464,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/7_Insert_at_the_end_of_Double_Linked_List.py
118,LinkedList,Delete Tail Node Double Linked List,https://www.codingninjas.com/studio/problems/delete-last-node-of-a-doubly-linked-list_8160469,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/8_Delete_Tail_Node_Double_Linked_List.py
119,LinkedList,Reverse Double Linked List,https://www.codingninjas.com/studio/problems/reverse-a-doubly-linked-list_1116098,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/9_Reverse_Double_Linked_List.py
120,LinkedList,Middle Linked List,https://leetcode.com/problems/middle-of-the-linked-list/,Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/10_Middle_Linked_List.py
121,LinkedList,Reverse Linked List,https://leetcode.com/problems/reverse-linked-list/,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/11_Reverse_Linked_List.py
122,LinkedList,Linked List Cycle,https://leetcode.com/problems/linked-list-cycle/,Easy,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/12_Linked_List_Cycle.py
123,LinkedList,Linked List Cycle II,https://leetcode.com/problems/linked-list-cycle-ii/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/13_Linked_List_Cycle_II.py
124,LinkedList,Find length of Loop,https://www.codingninjas.com/studio/problems/find-length-of-loop_8160455, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/14_Find_length_of_Loop.py
125,LinkedList,Find Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number/description/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/15_Find_Duplicate_Number.py
126,LinkedList,Check Palindromic Linked List,https://leetcode.com/problems/palindrome-linked-list/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/16_Check_Palindromic_Linked_List.py
127,LinkedList,Segragate Odd Even Nodes in Linked List,https://leetcode.com/problems/odd-even-linked-list/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/17_Segragate_Odd_Even_Nodes_in_Linked_List.py
128,LinkedList,Remove Nth Node from Linked List,https://leetcode.com/problems/remove-nth-node-from-end-of-list/description/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/18_Remove_Nth_Node_from_Linked_List.py
129,LinkedList,Delete Middle Node Linked List,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/19_Delete_Middle_Node_Linked_List.py
130,LinkedList,Sort Linked List,https://leetcode.com/problems/sort-list/, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/20_Sort_Linked_List.py
131,LinkedList,Sort Linked List 0s 1s 2s,https://www.codingninjas.com/studio/problems/sort-linked-list-of-0s-1s-2s_1071937, Medium,https://raw.githubusercontent.com/glowfi/DS/main/Programs/4_LinkedList/21_Sort_Linked_List_0s_1s_2s.py
